# Traversio public API baseline
# Generated with: swift package dump-symbol-graph --minimum-access-level public --skip-synthesized-members
# Format: kind<TAB>path<TAB>precise-symbol-id<TAB>declaration
swift.property	SSHConnectionNetworkPath.supportsIPv4	s:9Traversio24SSHConnectionNetworkPathV12supportsIPv4Sbvp	let supportsIPv4: Bool
swift.property	SSHConnectionNetworkPath.supportsIPv6	s:9Traversio24SSHConnectionNetworkPathV12supportsIPv6Sbvp	let supportsIPv6: Bool
swift.enum	SSHConnectionNetworkPathStatus	s:9Traversio30SSHConnectionNetworkPathStatusO	enum SSHConnectionNetworkPathStatus
swift.init	SSHConnectionNetworkPathStatus.init(rawValue:)	s:9Traversio30SSHConnectionNetworkPathStatusO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHConnectionNetworkPathStatus.requiresConnection	s:9Traversio30SSHConnectionNetworkPathStatusO18requiresConnectionyA2CmF	case requiresConnection
swift.enum.case	SSHConnectionNetworkPathStatus.satisfied	s:9Traversio30SSHConnectionNetworkPathStatusO9satisfiedyA2CmF	case satisfied
swift.enum.case	SSHConnectionNetworkPathStatus.unsatisfied	s:9Traversio30SSHConnectionNetworkPathStatusO11unsatisfiedyA2CmF	case unsatisfied
swift.enum	SSHConnectionProxy	s:9Traversio18SSHConnectionProxyO	enum SSHConnectionProxy
swift.enum.case	SSHConnectionProxy.httpConnect(_:)	s:9Traversio18SSHConnectionProxyO11httpConnectyAcA024SSHHTTPConnectConnectionC0VcACmF	case httpConnect(SSHHTTPConnectConnectionProxy)
swift.enum.case	SSHConnectionProxy.socks5(_:)	s:9Traversio18SSHConnectionProxyO6socks5yAcA019SSHSOCKS5ConnectionC0VcACmF	case socks5(SSHSOCKS5ConnectionProxy)
swift.enum	SSHConnectionState	s:9Traversio18SSHConnectionStateO	enum SSHConnectionState
swift.enum.case	SSHConnectionState.closed	s:9Traversio18SSHConnectionStateO6closedyA2CmF	case closed
swift.enum.case	SSHConnectionState.degraded	s:9Traversio18SSHConnectionStateO8degradedyA2CmF	case degraded
swift.init	SSHConnectionState.init(rawValue:)	s:9Traversio18SSHConnectionStateO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHConnectionState.lost	s:9Traversio18SSHConnectionStateO4lostyA2CmF	case lost
swift.enum.case	SSHConnectionState.ready	s:9Traversio18SSHConnectionStateO5readyyA2CmF	case ready
swift.struct	SSHConnectionStateEvent	s:9Traversio23SSHConnectionStateEventV	struct SSHConnectionStateEvent
swift.init	SSHConnectionStateEvent.init(trigger:snapshot:)	s:9Traversio23SSHConnectionStateEventV7trigger8snapshotAcA0bcD7TriggerO_AA0bC8SnapshotVtcfc	init(trigger: SSHConnectionStateEventTrigger, snapshot: SSHConnectionStateSnapshot)
swift.property	SSHConnectionStateEvent.snapshot	s:9Traversio23SSHConnectionStateEventV8snapshotAA0bC8SnapshotVvp	let snapshot: SSHConnectionStateSnapshot
swift.property	SSHConnectionStateEvent.trigger	s:9Traversio23SSHConnectionStateEventV7triggerAA0bcD7TriggerOvp	let trigger: SSHConnectionStateEventTrigger
swift.struct	SSHConnectionStateEventSequence	s:9Traversio31SSHConnectionStateEventSequenceV	struct SSHConnectionStateEventSequence
swift.typealias	SSHConnectionStateEventSequence.Element	s:9Traversio31SSHConnectionStateEventSequenceV7Elementa	typealias Element = SSHConnectionStateEvent
swift.method	SSHConnectionStateEventSequence.makeAsyncIterator()	s:9Traversio31SSHConnectionStateEventSequenceV17makeAsyncIteratorScS0H0VyAA0bcD0V_GyF	func makeAsyncIterator() -> AsyncStream<SSHConnectionStateEvent>.Iterator
swift.enum	SSHConnectionStateEventTrigger	s:9Traversio30SSHConnectionStateEventTriggerO	enum SSHConnectionStateEventTrigger
swift.enum.case	SSHConnectionStateEventTrigger.backgroundFailure	s:9Traversio30SSHConnectionStateEventTriggerO17backgroundFailureyA2CmF	case backgroundFailure
swift.enum.case	SSHConnectionStateEventTrigger.betterPathAvailable	s:9Traversio30SSHConnectionStateEventTriggerO19betterPathAvailableyA2CmF	case betterPathAvailable
swift.enum.case	SSHConnectionStateEventTrigger.closed	s:9Traversio30SSHConnectionStateEventTriggerO6closedyA2CmF	case closed
swift.enum.case	SSHConnectionStateEventTrigger.connected	s:9Traversio30SSHConnectionStateEventTriggerO9connectedyA2CmF	case connected
swift.init	SSHConnectionStateEventTrigger.init(rawValue:)	s:9Traversio30SSHConnectionStateEventTriggerO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHConnectionStateEventTrigger.networkPathChanged	s:9Traversio30SSHConnectionStateEventTriggerO18networkPathChangedyA2CmF	case networkPathChanged
swift.enum.case	SSHConnectionStateEventTrigger.proactiveLivenessCheckSucceeded	s:9Traversio30SSHConnectionStateEventTriggerO31proactiveLivenessCheckSucceededyA2CmF	case proactiveLivenessCheckSucceeded
swift.enum.case	SSHConnectionStateEventTrigger.transportStateChanged	s:9Traversio30SSHConnectionStateEventTriggerO09transportC7ChangedyA2CmF	case transportStateChanged
swift.enum.case	SSHConnectionStateEventTrigger.transportViabilityChanged	s:9Traversio30SSHConnectionStateEventTriggerO25transportViabilityChangedyA2CmF	case transportViabilityChanged
swift.struct	SSHConnectionStateSnapshot	s:9Traversio26SSHConnectionStateSnapshotV	struct SSHConnectionStateSnapshot
swift.property	SSHConnectionStateSnapshot.betterPathAvailable	s:9Traversio26SSHConnectionStateSnapshotV19betterPathAvailableSbSgvp	let betterPathAvailable: Bool?
swift.property	SSHConnectionStateSnapshot.detail	s:9Traversio26SSHConnectionStateSnapshotV6detailSSSgvp	let detail: String?
swift.init	SSHConnectionStateSnapshot.init(state:transportState:networkPath:isTransportViable:betterPathAvailable:detail:)	s:9Traversio26SSHConnectionStateSnapshotV5state09transportC011networkPath17isTransportViable06betterH9Available6detailAcA0bC0O_AA0bjC0OSgAA0b7NetworkH0VSgSbSgARSSSgtcfc	init(state: SSHConnectionState, transportState: SSHConnectionTransportState? = nil, networkPath: SSHConnectionNetworkPath? = nil, isTransportViable: Bool? = nil, betterPathAvailable: Bool? = nil, detail: String? = nil)
swift.property	SSHConnectionStateSnapshot.isTransportViable	s:9Traversio26SSHConnectionStateSnapshotV17isTransportViableSbSgvp	let isTransportViable: Bool?
swift.property	SSHConnectionStateSnapshot.networkPath	s:9Traversio26SSHConnectionStateSnapshotV11networkPathAA0b7NetworkF0VSgvp	let networkPath: SSHConnectionNetworkPath?
swift.property	SSHConnectionStateSnapshot.state	s:9Traversio26SSHConnectionStateSnapshotV5stateAA0bC0Ovp	let state: SSHConnectionState
swift.property	SSHConnectionStateSnapshot.transportState	s:9Traversio26SSHConnectionStateSnapshotV09transportC0AA0b9TransportC0OSgvp	let transportState: SSHConnectionTransportState?
swift.enum	SSHConnectionTransportState	s:9Traversio27SSHConnectionTransportStateO	enum SSHConnectionTransportState
swift.enum.case	SSHConnectionTransportState.cancelled	s:9Traversio27SSHConnectionTransportStateO9cancelledyA2CmF	case cancelled
swift.enum.case	SSHConnectionTransportState.failed	s:9Traversio27SSHConnectionTransportStateO6failedyA2CmF	case failed
swift.init	SSHConnectionTransportState.init(rawValue:)	s:9Traversio27SSHConnectionTransportStateO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHConnectionTransportState.preparing	s:9Traversio27SSHConnectionTransportStateO9preparingyA2CmF	case preparing
swift.enum.case	SSHConnectionTransportState.ready	s:9Traversio27SSHConnectionTransportStateO5readyyA2CmF	case ready
swift.enum.case	SSHConnectionTransportState.setup	s:9Traversio27SSHConnectionTransportStateO5setupyA2CmF	case setup
swift.enum.case	SSHConnectionTransportState.waiting	s:9Traversio27SSHConnectionTransportStateO7waitingyA2CmF	case waiting
swift.struct	SSHDirectStreamLocalChannel	s:9Traversio27SSHDirectStreamLocalChannelV	struct SSHDirectStreamLocalChannel
swift.method	SSHDirectStreamLocalChannel.adjustReceiveWindow(by:)	s:9Traversio27SSHDirectStreamLocalChannelV19adjustReceiveWindow2byAA010SSHChannelH8SnapshotVs6UInt32V_tYaKF	func adjustReceiveWindow(by byteCount: UInt32) async throws -> SSHChannelWindowSnapshot
swift.method	SSHDirectStreamLocalChannel.channelWindowSnapshot()	s:9Traversio27SSHDirectStreamLocalChannelV21channelWindowSnapshotAA010SSHChannelgH0VyYaKF	func channelWindowSnapshot() async throws -> SSHChannelWindowSnapshot
swift.method	SSHDirectStreamLocalChannel.close()	s:9Traversio27SSHDirectStreamLocalChannelV5closeyyYaKF	func close() async throws
swift.method	SSHDirectStreamLocalChannel.collectDataUntilClose()	s:9Traversio27SSHDirectStreamLocalChannelV21collectDataUntilCloseAA0bcdE6OutputVyYaKF	func collectDataUntilClose() async throws -> SSHDirectStreamLocalChannelOutput
swift.property	SSHDirectStreamLocalChannel.events	s:9Traversio27SSHDirectStreamLocalChannelV6eventsAA28SSHTCPIPChannelEventSequenceVvp	var events: SSHStreamLocalChannelEventSequence { get }
swift.method	SSHDirectStreamLocalChannel.nextEvent()	s:9Traversio27SSHDirectStreamLocalChannelV9nextEventAA015SSHTCPIPChannelG0OSgyYaKF	func nextEvent() async throws -> SSHStreamLocalChannelEvent?
swift.method	SSHDirectStreamLocalChannel.readChunk()	s:9Traversio27SSHDirectStreamLocalChannelV9readChunkSays5UInt8VGSgyYaKF	func readChunk() async throws -> [UInt8]?
swift.method	SSHDirectStreamLocalChannel.sendEOF()	s:9Traversio27SSHDirectStreamLocalChannelV7sendEOFyyYaKF	func sendEOF() async throws
swift.method	SSHDirectStreamLocalChannel.write(_:)	s:9Traversio27SSHDirectStreamLocalChannelV5writeyySSYaKF	func write(_ string: String) async throws
swift.method	SSHDirectStreamLocalChannel.write(_:)	s:9Traversio27SSHDirectStreamLocalChannelV5writeyySays5UInt8VGYaKF	func write(_ bytes: [UInt8]) async throws
swift.struct	SSHDirectStreamLocalChannelOutput	s:9Traversio33SSHDirectStreamLocalChannelOutputV	struct SSHDirectStreamLocalChannelOutput
swift.property	SSHDirectStreamLocalChannelOutput.data	s:9Traversio33SSHDirectStreamLocalChannelOutputV4dataSays5UInt8VGvp	let data: [UInt8]
swift.property	SSHDirectStreamLocalChannelOutput.didReceiveEOF	s:9Traversio33SSHDirectStreamLocalChannelOutputV13didReceiveEOFSbvp	let didReceiveEOF: Bool
swift.struct	SSHDirectTCPIPChannel	s:9Traversio21SSHDirectTCPIPChannelV	struct SSHDirectTCPIPChannel
swift.method	SSHDirectTCPIPChannel.adjustReceiveWindow(by:)	s:9Traversio21SSHDirectTCPIPChannelV19adjustReceiveWindow2byAA010SSHChannelF8SnapshotVs6UInt32V_tYaKF	func adjustReceiveWindow(by byteCount: UInt32) async throws -> SSHChannelWindowSnapshot
swift.method	SSHDirectTCPIPChannel.channelWindowSnapshot()	s:9Traversio21SSHDirectTCPIPChannelV21channelWindowSnapshotAA010SSHChanneleF0VyYaKF	func channelWindowSnapshot() async throws -> SSHChannelWindowSnapshot
swift.method	SSHDirectTCPIPChannel.close()	s:9Traversio21SSHDirectTCPIPChannelV5closeyyYaKF	func close() async throws
swift.method	SSHDirectTCPIPChannel.collectDataUntilClose()	s:9Traversio21SSHDirectTCPIPChannelV21collectDataUntilCloseAA0bC6OutputVyYaKF	func collectDataUntilClose() async throws -> SSHDirectTCPIPChannelOutput
swift.property	SSHDirectTCPIPChannel.events	s:9Traversio21SSHDirectTCPIPChannelV6eventsAA28SSHTCPIPChannelEventSequenceVvp	var events: SSHTCPIPChannelEventSequence { get }
swift.method	SSHDirectTCPIPChannel.nextEvent()	s:9Traversio21SSHDirectTCPIPChannelV9nextEventAA015SSHTCPIPChannelE0OSgyYaKF	func nextEvent() async throws -> SSHTCPIPChannelEvent?
swift.method	SSHDirectTCPIPChannel.readChunk()	s:9Traversio21SSHDirectTCPIPChannelV9readChunkSays5UInt8VGSgyYaKF	func readChunk() async throws -> [UInt8]?
swift.method	SSHDirectTCPIPChannel.sendEOF()	s:9Traversio21SSHDirectTCPIPChannelV7sendEOFyyYaKF	func sendEOF() async throws
swift.method	SSHDirectTCPIPChannel.write(_:)	s:9Traversio21SSHDirectTCPIPChannelV5writeyySSYaKF	func write(_ string: String) async throws
swift.method	SSHDirectTCPIPChannel.write(_:)	s:9Traversio21SSHDirectTCPIPChannelV5writeyySays5UInt8VGYaKF	func write(_ bytes: [UInt8]) async throws
swift.struct	SSHDirectTCPIPChannelOutput	s:9Traversio27SSHDirectTCPIPChannelOutputV	struct SSHDirectTCPIPChannelOutput
swift.property	SSHDirectTCPIPChannelOutput.data	s:9Traversio27SSHDirectTCPIPChannelOutputV4dataSays5UInt8VGvp	let data: [UInt8]
swift.property	SSHDirectTCPIPChannelOutput.didReceiveEOF	s:9Traversio27SSHDirectTCPIPChannelOutputV13didReceiveEOFSbvp	let didReceiveEOF: Bool
swift.struct	SSHDynamicPortForward	s:9Traversio21SSHDynamicPortForwardV	struct SSHDynamicPortForward
swift.property	SSHDynamicPortForward.localHost	s:9Traversio21SSHDynamicPortForwardV9localHostSSvp	let localHost: String
swift.property	SSHDynamicPortForward.localPort	s:9Traversio21SSHDynamicPortForwardV05localC0s6UInt16Vvp	let localPort: UInt16
swift.struct	SSHExecResult	s:9Traversio13SSHExecResultV	struct SSHExecResult
swift.property	SSHExecResult.didReceiveEOF	s:9Traversio13SSHExecResultV13didReceiveEOFSbvp	let didReceiveEOF: Bool
swift.property	SSHExecResult.exitSignal	s:9Traversio13SSHExecResultV10exitSignalAA014SSHSessionExitE0VSgvp	let exitSignal: SSHSessionExitSignal?
swift.property	SSHExecResult.exitStatus	s:9Traversio13SSHExecResultV10exitStatuss6UInt32VSgvp	let exitStatus: UInt32?
swift.property	SSHExecResult.standardError	s:9Traversio13SSHExecResultV13standardErrorSays5UInt8VGvp	let standardError: [UInt8]
swift.property	SSHExecResult.standardOutput	s:9Traversio13SSHExecResultV14standardOutputSays5UInt8VGvp	let standardOutput: [UInt8]
swift.struct	SSHForwardedStreamLocalChannel	s:9Traversio30SSHForwardedStreamLocalChannelV	struct SSHForwardedStreamLocalChannel
swift.method	SSHForwardedStreamLocalChannel.adjustReceiveWindow(by:)	s:9Traversio30SSHForwardedStreamLocalChannelV19adjustReceiveWindow2byAA010SSHChannelH8SnapshotVs6UInt32V_tYaKF	func adjustReceiveWindow(by byteCount: UInt32) async throws -> SSHChannelWindowSnapshot
swift.method	SSHForwardedStreamLocalChannel.channelWindowSnapshot()	s:9Traversio30SSHForwardedStreamLocalChannelV21channelWindowSnapshotAA010SSHChannelgH0VyYaKF	func channelWindowSnapshot() async throws -> SSHChannelWindowSnapshot
swift.method	SSHForwardedStreamLocalChannel.close()	s:9Traversio30SSHForwardedStreamLocalChannelV5closeyyYaKF	func close() async throws
swift.method	SSHForwardedStreamLocalChannel.collectDataUntilClose()	s:9Traversio30SSHForwardedStreamLocalChannelV21collectDataUntilCloseAA0bcdE6OutputVyYaKF	func collectDataUntilClose() async throws -> SSHForwardedStreamLocalChannelOutput
swift.property	SSHForwardedStreamLocalChannel.events	s:9Traversio30SSHForwardedStreamLocalChannelV6eventsAA28SSHTCPIPChannelEventSequenceVvp	var events: SSHStreamLocalChannelEventSequence { get }
swift.method	SSHForwardedStreamLocalChannel.nextEvent()	s:9Traversio30SSHForwardedStreamLocalChannelV9nextEventAA015SSHTCPIPChannelG0OSgyYaKF	func nextEvent() async throws -> SSHStreamLocalChannelEvent?
swift.method	SSHForwardedStreamLocalChannel.readChunk()	s:9Traversio30SSHForwardedStreamLocalChannelV9readChunkSays5UInt8VGSgyYaKF	func readChunk() async throws -> [UInt8]?
swift.method	SSHForwardedStreamLocalChannel.sendEOF()	s:9Traversio30SSHForwardedStreamLocalChannelV7sendEOFyyYaKF	func sendEOF() async throws
swift.property	SSHForwardedStreamLocalChannel.socketPath	s:9Traversio30SSHForwardedStreamLocalChannelV10socketPathSSvp	let socketPath: String
swift.method	SSHForwardedStreamLocalChannel.write(_:)	s:9Traversio30SSHForwardedStreamLocalChannelV5writeyySSYaKF	func write(_ string: String) async throws
swift.method	SSHForwardedStreamLocalChannel.write(_:)	s:9Traversio30SSHForwardedStreamLocalChannelV5writeyySays5UInt8VGYaKF	func write(_ bytes: [UInt8]) async throws
swift.struct	SSHForwardedStreamLocalChannelOutput	s:9Traversio36SSHForwardedStreamLocalChannelOutputV	struct SSHForwardedStreamLocalChannelOutput
swift.property	SSHForwardedStreamLocalChannelOutput.data	s:9Traversio36SSHForwardedStreamLocalChannelOutputV4dataSays5UInt8VGvp	let data: [UInt8]
swift.property	SSHForwardedStreamLocalChannelOutput.didReceiveEOF	s:9Traversio36SSHForwardedStreamLocalChannelOutputV13didReceiveEOFSbvp	let didReceiveEOF: Bool
swift.struct	SSHForwardedTCPIPChannel	s:9Traversio24SSHForwardedTCPIPChannelV	struct SSHForwardedTCPIPChannel
swift.method	SSHForwardedTCPIPChannel.adjustReceiveWindow(by:)	s:9Traversio24SSHForwardedTCPIPChannelV19adjustReceiveWindow2byAA010SSHChannelF8SnapshotVs6UInt32V_tYaKF	func adjustReceiveWindow(by byteCount: UInt32) async throws -> SSHChannelWindowSnapshot
swift.method	SSHForwardedTCPIPChannel.channelWindowSnapshot()	s:9Traversio24SSHForwardedTCPIPChannelV21channelWindowSnapshotAA010SSHChanneleF0VyYaKF	func channelWindowSnapshot() async throws -> SSHChannelWindowSnapshot
swift.method	SSHForwardedTCPIPChannel.close()	s:9Traversio24SSHForwardedTCPIPChannelV5closeyyYaKF	func close() async throws
swift.method	SSHForwardedTCPIPChannel.collectDataUntilClose()	s:9Traversio24SSHForwardedTCPIPChannelV21collectDataUntilCloseAA0bC6OutputVyYaKF	func collectDataUntilClose() async throws -> SSHForwardedTCPIPChannelOutput
swift.property	SSHForwardedTCPIPChannel.events	s:9Traversio24SSHForwardedTCPIPChannelV6eventsAA28SSHTCPIPChannelEventSequenceVvp	var events: SSHTCPIPChannelEventSequence { get }
swift.property	SSHForwardedTCPIPChannel.listeningHost	s:9Traversio24SSHForwardedTCPIPChannelV13listeningHostSSvp	let listeningHost: String
swift.property	SSHForwardedTCPIPChannel.listeningPort	s:9Traversio24SSHForwardedTCPIPChannelV13listeningPorts6UInt16Vvp	let listeningPort: UInt16
swift.method	SSHForwardedTCPIPChannel.nextEvent()	s:9Traversio24SSHForwardedTCPIPChannelV9nextEventAA015SSHTCPIPChannelE0OSgyYaKF	func nextEvent() async throws -> SSHTCPIPChannelEvent?
swift.property	SSHForwardedTCPIPChannel.originatorHost	s:9Traversio24SSHForwardedTCPIPChannelV14originatorHostSSvp	let originatorHost: String
swift.property	SSHForwardedTCPIPChannel.originatorPort	s:9Traversio24SSHForwardedTCPIPChannelV14originatorPorts6UInt16Vvp	let originatorPort: UInt16
swift.method	SSHForwardedTCPIPChannel.readChunk()	s:9Traversio24SSHForwardedTCPIPChannelV9readChunkSays5UInt8VGSgyYaKF	func readChunk() async throws -> [UInt8]?
swift.method	SSHForwardedTCPIPChannel.sendEOF()	s:9Traversio24SSHForwardedTCPIPChannelV7sendEOFyyYaKF	func sendEOF() async throws
swift.method	SSHForwardedTCPIPChannel.write(_:)	s:9Traversio24SSHForwardedTCPIPChannelV5writeyySSYaKF	func write(_ string: String) async throws
swift.method	SSHForwardedTCPIPChannel.write(_:)	s:9Traversio24SSHForwardedTCPIPChannelV5writeyySays5UInt8VGYaKF	func write(_ bytes: [UInt8]) async throws
swift.struct	SSHForwardedTCPIPChannelOutput	s:9Traversio30SSHForwardedTCPIPChannelOutputV	struct SSHForwardedTCPIPChannelOutput
swift.property	SSHForwardedTCPIPChannelOutput.data	s:9Traversio30SSHForwardedTCPIPChannelOutputV4dataSays5UInt8VGvp	let data: [UInt8]
